Phone_ID,Brand,RAM_GB,Storage_GB,Screen_Size,Price_USD,Battery_mAh,OS,Rating,Quantity_Sold,Sales_Revenue,Profit,Location,month,year
589,Xiaomi,6,512,6.92,471,5524,iOS,3.3,114,53694,13423.5,Hyderabad,March,2022
590,Samsung,6,256,7.42,445,5429,Android,3.5,481,214045,53511.25,Lucknow,April,2022
591,Huawei,6,64,7.43,1399,3154,Android,3.4,187,,65403.25,Ahmedabad,August,2021
592,Samsung,12,128,7.16,827,3256,Android,4.8,318,262986,65746.5,Indore,November,2020
593,Samsung,16,128,6.5,904,4779,iOS,4.4,277,250408,62602,Ahmedabad,February,2020
594,Huawei,12,128,6.75,861,3673,Android,4.7,250,215250,53812.5,Mumbai,August,2022
595,OnePlus,8,512,5.71,1354,5115,Android,3.8,191,258614,64653.5,Thiruvananthapuram,March,2020
596,Samsung,6,256,6.58,1325,5391,Android,3.6,149,197425,49356.25,Chennai,August,2022
597,Huawei,8,128,6.14,509,3672,iOS,3.8,187,95183,23795.75,Vijayawada,March,2020
598,Google,4,128,6.21,694,5438,Android,3,217,150598,37649.5,Bhopal,April,2020
599,Xiaomi,4,64,6.89,537,4472,Android,4.4,456,244872,61218,Chennai,April,2021
600,Xiaomi,12,64,5.7,778,3258,Android,3.7,148,115144,28786,Lucknow,May,2024
601,Samsung,16,256,5.8,209,3306,Android,3.6,360,75240,18810,Pune,September,2020
602,OnePlus,8,256,7.31,248,4118,Android,4.2,368,91264,22816,Surat,September,2021
603,OnePlus,16,1024,5.14,822,5997,Android,3.9,376,309072,77268,Ahmedabad,May,2024
604,Google,12,64,6.21,930,3245,Android,5,475,441750,110437.5,Hyderabad,March,2020
605,Samsung,4,1024,7.28,994,5780,Android,3.7,404,401576,100394,Lucknow,September,2020
606,Xiaomi,16,512,6.53,1170,4658,Android,4.2,115,134550,33637.5,Delhi,January,2020
607,OnePlus,16,1024,6.37,332,3186,iOS,3.6,384,127488,31872,Thiruvananthapuram,February,2024
608,Samsung,4,128,5.62,282,4797,Android,5,378,106596,26649,Surat,June,2023
609,OnePlus,8,1024,5.86,256,3924,Android,3.9,96,24576,6144,Mumbai,April,2021
610,Huawei,4,256,7.13,575,3784,iOS,4.3,386,221950,55487.5,Mysore,July,2020
611,OnePlus,16,512,6.4,548,,Android,3.3,431,236188,59047,Bangalore,January,2022
612,Xiaomi,8,128,6.29,470,5455,Android,4.5,280,131600,32900,Mysore,July,2024
613,Apple,8,1024,5.25,310,4360,Android,3.5,357,110670,27667.5,Mysore,August,2022
614,Google,4,512,5.04,1068,3340,Android,3.9,195,208260,52065,Mumbai,March,2023
615,Google,16,512,7.41,1086,3562,Android,4.8,256,278016,69504,Coimbatore,January,2022
616,Xiaomi,12,128,5.94,275,3650,Android,4.9,195,53625,13406.25,Mysore,December,2021
617,OnePlus,16,1024,6.51,1381,5999,Android,3.8,201,277581,69395.25,Chennai,September,2024
618,Samsung,6,512,5.2,528,4193,Android,4.7,328,173184,43296,Thiruvananthapuram,December,2022
619,OnePlus,12,512,6.71,321,3068,Android,3.1,189,60669,15167.25,Bangalore,February,2022
620,Xiaomi,8,64,7.33,,4583,iOS,4.7,200,48000,12000,Indore,December,2024
621,Google,12,512,6.44,1390,5428,Android,4.3,70,97300,24325,Chandigarh,March,2021
622,OnePlus,8,64,5.32,1121,5104,Android,4,303,339663,84915.75,Nagpur,October,2022
623,Google,8,1024,6.45,841,4300,Android,4.8,113,95033,23758.25,Mysore,April,2023
624,Samsung,12,1024,6.92,1246,5897,iOS,4.7,267,332682,83170.5,Lucknow,February,2023
625,Google,8,1024,6.02,478,4122,Android,3.6,121,57838,14459.5,Jaipur,December,2022
626,Google,8,256,7.2,962,3915,Android,4.6,211,202982,50745.5,Thiruvananthapuram,September,2021
627,Apple,6,1024,6.62,668,5372,Android,3.2,179,,29893,Chennai,February,2020
628,Apple,16,512,7.25,208,3460,Android,4.6,118,24544,6136,Hyderabad,September,2023
629,Huawei,16,128,6.56,,5226,Android,4.4,464,98368,24592,Bhopal,April,2021
630,Apple,6,64,5.33,1123,3843,Android,3.2,274,,,Bangalore,February,2023
631,Google,12,256,5.77,1122,3573,iOS,4.4,295,330990,82747.5,Thiruvananthapuram,December,2023
632,Xiaomi,4,1024,5.5,1275,3118,Android,4.2,117,149175,37293.75,Lucknow,July,2021
633,Google,4,1024,7.27,1432,5596,Android,4.2,452,647264,161816,Chandigarh,July,2022
634,Xiaomi,4,128,6.9,1414,3645,Android,3.6,433,612262,153065.5,Jaipur,October,2023
635,Xiaomi,6,128,6.69,1274,4478,Android,3.5,156,198744,49686,Pune,February,2022
636,Apple,6,256,5.75,852,5073,Android,4.5,158,134616,33654,Bhopal,September,2022
637,OnePlus,8,64,5.46,820,4513,Android,3.5,377,309140,77285,Ahmedabad,October,2020
638,Samsung,4,1024,6.89,395,5031,Android,3.9,152,60040,15010,Vijayawada,December,2021
639,Apple,12,256,6.19,616,4031,Android,4.4,190,117040,29260,Delhi,October,2024
640,Apple,12,512,5.56,863,3968,Android,3.2,114,98382,24595.5,Mumbai,January,2023
641,OnePlus,4,512,6.54,,5010,iOS,4.2,183,63501,15875.25,Coimbatore,May,2024
642,Samsung,4,256,5.1,1200,4539,Android,4.2,248,297600,74400,Chennai,March,2021
643,Google,4,1024,5.82,563,5580,Android,4.4,417,234771,58692.75,Hyderabad,May,2020
644,Huawei,6,256,6.17,601,5196,Android,3.7,204,122604,30651,Chennai,March,2024
645,Huawei,6,1024,5.37,805,4511,Android,3.9,128,103040,25760,Kolkata,June,2020
646,Google,6,128,7.46,428,4048,Android,3.7,485,207580,51895,Mumbai,September,2022
647,Apple,16,256,5.52,736,3654,Android,4.6,431,317216,79304,Patna,August,2022
648,Samsung,12,1024,5.33,467,4954,Android,3.3,299,139633,34908.25,Chandigarh,October,2023
649,Apple,12,256,5.51,1234,,Android,4.9,426,525684,131421,Mumbai,February,2023
650,Xiaomi,8,256,6.92,325,3554,Android,4.3,136,44200,,Thiruvananthapuram,November,2020
651,Apple,6,1024,6.06,505,3424,iOS,4.8,353,178265,44566.25,Patna,October,2020
652,Apple,16,1024,6.41,1312,3292,iOS,3.9,290,380480,95120,Delhi,March,2020
653,Google,16,64,5.05,827,4208,Android,3.7,137,113299,28324.75,Delhi,August,2022
654,Google,12,256,5.09,888,5601,Android,4.8,373,331224,82806,Thiruvananthapuram,August,2022
655,Google,6,512,6.11,1237,3430,Android,3.2,221,273377,68344.25,Chennai,August,2023
656,Huawei,8,256,7.04,1480,5651,Android,3.2,406,600880,150220,Ahmedabad,June,2024
657,Xiaomi,6,256,7.21,1432,3316,iOS,3.6,66,94512,23628,Bangalore,January,2023
658,Google,4,1024,5.22,480,3397,Android,4.9,272,130560,32640,Nagpur,March,2023
659,Samsung,6,256,6.35,642,4347,Android,4.3,343,220206,55051.5,Coimbatore,November,2024
660,Huawei,4,256,7.28,1036,4588,Android,4.1,443,458948,114737,Chandigarh,July,2023
661,OnePlus,4,512,5.97,588,,Android,4.4,359,211092,52773,Hyderabad,September,2024
662,Samsung,8,1024,7.07,816,5593,iOS,3.8,268,218688,54672,Bhopal,January,2020
663,Samsung,12,256,5.33,346,5123,Android,4.5,283,97918,24479.5,Jaipur,November,2024
664,Google,6,128,7.34,720,5912,Android,3.8,439,316080,79020,Coimbatore,December,2024
665,OnePlus,4,64,6.88,829,4943,iOS,4.7,297,246213,61553.25,Vijayawada,February,2020
666,OnePlus,6,512,7.35,633,3915,Android,3.5,439,277887,69471.75,Surat,February,2022
667,Huawei,12,256,6.69,343,5756,Android,3.6,101,,8660.75,Jaipur,June,2022
668,OnePlus,12,128,5.91,488,5533,iOS,4,64,31232,7808,Ahmedabad,May,2021
669,Xiaomi,16,256,7.35,213,5794,Android,3.9,373,,19862.25,Vijayawada,August,2024
670,Google,12,256,5.69,456,4255,Android,4.3,490,223440,55860,Delhi,July,2021
671,OnePlus,8,1024,5.83,1430,5597,Android,3.7,161,230230,57557.5,Pune,April,2023
672,Huawei,4,1024,6.75,1057,3975,Android,3.5,233,246281,61570.25,Hyderabad,October,2022
673,Xiaomi,16,1024,6.91,1142,4075,Android,3.9,409,467078,116769.5,Mysore,May,2022
674,Apple,8,128,7.32,1395,5989,iOS,4.1,56,78120,19530,Bhopal,June,2022
675,Apple,6,256,5.51,663,5966,Android,3.3,100,66300,16575,Mysore,January,2020
676,Xiaomi,4,64,6.99,469,4244,Android,4.1,363,170247,42561.75,Delhi,October,2022
677,Huawei,12,512,6.85,1444,4451,Android,3.6,290,,104690,Kolkata,February,2024
678,Xiaomi,4,1024,5.16,1375,4166,Android,3.8,294,404250,101062.5,Chennai,June,2023
679,Google,6,1024,5.97,,5028,iOS,3.6,497,408534,102133.5,Coimbatore,April,2023
680,Google,16,256,5.71,1406,3362,Android,4.9,414,582084,145521,Mumbai,April,2021
681,Apple,16,256,5.76,,5429,Android,4.4,416,112736,28184,Indore,November,2022
682,OnePlus,16,128,7.46,273,5318,iOS,3.5,459,125307,31326.75,Ahmedabad,October,2022
683,Huawei,12,128,6.61,554,,Android,4.3,235,130190,32547.5,Mysore,October,2023
684,Apple,8,1024,6.79,696,3233,Android,4.7,336,233856,58464,Patna,May,2021
685,OnePlus,8,256,7.44,1187,5622,iOS,3.8,499,592313,148078.25,Lucknow,June,2021
686,OnePlus,4,64,5.94,779,4731,Android,4.7,141,109839,27459.75,Vijayawada,January,2021
687,Google,12,512,7,1109,3026,Android,3.3,155,171895,42973.75,Hyderabad,June,2024
688,Samsung,16,256,6.09,572,4494,iOS,4.6,62,35464,8866,Bhopal,December,2020
689,Samsung,16,256,7.17,561,3092,Android,4.1,195,109395,27348.75,Jaipur,June,2020
690,Xiaomi,6,128,5.45,292,5664,Android,3.4,168,49056,12264,Kolkata,October,2023
691,Google,6,512,7.37,523,3308,Android,3.8,252,131796,32949,Coimbatore,September,2022
692,OnePlus,16,1024,5.55,583,3051,Android,5,190,110770,27692.5,Indore,October,2022
693,Huawei,16,256,5.82,774,3318,Android,4.6,164,126936,31734,Ahmedabad,October,2021
694,Samsung,12,1024,6.89,935,4992,Android,4.2,201,187935,46983.75,Patna,January,2023
695,OnePlus,8,256,5.98,936,3180,Android,3.2,106,99216,24804,Vijayawada,March,2024
696,Samsung,6,1024,6.52,545,4592,Android,3.8,431,234895,58723.75,Surat,February,2022
697,Samsung,8,512,6.11,1326,5922,Android,3.5,206,273156,68289,Patna,May,2021
698,Samsung,12,128,6.86,1438,3646,Android,3.1,489,703182,175795.5,Hyderabad,August,2021
699,Huawei,16,512,5.57,1415,4961,iOS,4.1,359,507985,126996.25,Patna,February,2020
700,Google,8,64,5.15,918,4283,Android,4.8,182,167076,41769,Bhopal,June,2024
701,Huawei,16,128,5.75,,5244,Android,4.4,212,207760,51940,Mumbai,December,2022
702,Apple,16,512,6.19,1219,5692,Android,3.5,324,394956,98739,Chennai,September,2021
703,OnePlus,4,64,5.42,1417,5302,iOS,4.1,232,,82186,Hyderabad,September,2024
704,Google,8,256,5.89,863,5024,Android,4.9,126,108738,27184.5,Kolkata,August,2021
705,Google,8,256,6,799,5779,Android,4.4,374,298826,74706.5,Bhopal,December,2022
706,Google,16,1024,5.14,210,,Android,4.4,93,19530,4882.5,Patna,October,2024
707,Google,12,128,6.46,386,4576,Android,4.9,255,,24607.5,Surat,March,2021
708,Huawei,4,256,7.21,925,4525,Android,4.6,87,80475,20118.75,Bangalore,May,2024
709,Google,16,128,5.38,1238,3989,Android,3.3,367,454346,113586.5,Jaipur,December,2023
710,Xiaomi,6,256,6.49,977,5947,Android,3.7,71,,17341.75,Surat,May,2024
711,OnePlus,6,1024,6.66,610,4278,Android,4.9,122,74420,18605,Kolkata,January,2022
712,Google,4,512,6.05,1155,3513,Android,4,290,334950,83737.5,Pune,July,2023
713,OnePlus,12,1024,6.75,784,5029,Android,3.2,473,370832,92708,Bhopal,October,2020
714,Xiaomi,16,64,6.03,1275,3241,iOS,3.9,203,258825,64706.25,Indore,July,2021
715,Xiaomi,8,256,6.26,1251,5196,iOS,4.4,286,357786,89446.5,Ahmedabad,July,2021
716,OnePlus,4,64,5.02,776,4733,Android,5,430,333680,83420,Vijayawada,November,2022
717,Samsung,12,64,6.73,1240,5804,Android,3.6,54,66960,16740,Hyderabad,July,2021
718,Apple,8,128,6.65,1452,5667,Android,4,270,392040,98010,Bangalore,April,2024
719,Samsung,6,256,5.1,1188,5500,Android,4.8,359,426492,106623,Hyderabad,June,2020
720,Samsung,6,64,5.92,1433,5259,Android,3.7,135,193455,48363.75,Delhi,April,2022
721,Huawei,8,512,7.45,942,3667,Android,3.2,226,212892,53223,Thiruvananthapuram,May,2023
722,Samsung,4,64,6.05,1327,3593,iOS,4.9,308,408716,102179,Bhopal,November,2022
723,Google,6,512,6.25,403,5178,Android,4,269,108407,27101.75,Vijayawada,July,2023
724,Huawei,16,128,7.27,1276,5659,Android,4,87,111012,27753,Ahmedabad,August,2020
725,Huawei,8,64,6.79,1173,3255,Android,4.2,191,,56010.75,Indore,December,2024
726,Xiaomi,8,1024,6.46,1139,4502,Android,3,480,,136680,Hyderabad,March,2020
727,Samsung,6,128,6.99,1277,3560,Android,4.9,447,570819,142704.75,Bangalore,February,2024
728,Xiaomi,4,512,7.16,1499,5110,Android,3.7,284,425716,106429,Indore,December,2023
729,OnePlus,16,128,6.14,1254,4334,iOS,3.8,252,316008,79002,Ahmedabad,August,2021
730,Apple,4,64,6.19,1358,3406,Android,3.3,378,513324,128331,Chandigarh,March,2023
731,Huawei,12,256,5.97,1281,5849,Android,3.8,343,439383,109845.75,Pune,December,2021
732,OnePlus,12,256,7.42,304,4860,Android,4.6,497,151088,37772,Coimbatore,April,2023
733,OnePlus,6,512,6.74,1489,5062,iOS,4.6,221,329069,82267.25,Surat,February,2024
734,Google,6,512,5.21,452,4710,Android,4.9,174,78648,19662,Chennai,July,2024
735,Apple,6,256,7.16,494,3258,Android,3.8,375,185250,46312.5,Chennai,September,2022
736,OnePlus,12,512,6.2,867,3722,Android,4.4,114,98838,24709.5,Bangalore,September,2021
737,OnePlus,4,128,5.17,1381,4282,Android,4,330,455730,113932.5,Pune,October,2024
738,Apple,4,1024,6.37,748,3613,Android,4.6,321,240108,60027,Pune,December,2022
739,Apple,6,1024,6.04,830,4694,Android,4.4,293,243190,60797.5,Kolkata,August,2020
740,OnePlus,16,128,7.19,1290,4978,iOS,3.7,64,82560,20640,Lucknow,August,2020
741,Apple,4,1024,5.51,498,3812,Android,3.7,275,136950,34237.5,Ahmedabad,April,2022
742,OnePlus,12,64,7.07,300,4786,iOS,3.5,180,54000,13500,Delhi,February,2020
743,OnePlus,8,128,6.39,1279,3330,Android,4.2,244,312076,78019,Nagpur,September,2021
744,Google,8,512,5.14,531,5212,Android,4.9,342,181602,45400.5,Indore,November,2020
745,Samsung,8,128,7.43,1035,4216,Android,3.4,258,267030,66757.5,Coimbatore,December,2024
746,OnePlus,16,256,6.28,592,4544,Android,3.2,488,288896,72224,Surat,August,2023
747,Xiaomi,6,512,5.73,1073,4397,Android,3.2,430,461390,115347.5,Hyderabad,May,2023
748,Huawei,12,256,6.17,580,3386,Android,4.6,162,93960,23490,Vijayawada,April,2021
749,Samsung,16,512,7.14,291,4518,Android,3.7,293,85263,21315.75,Patna,August,2020
750,Samsung,12,1024,5.76,646,4817,Android,3.4,215,138890,34722.5,Surat,October,2022
751,Samsung,12,128,5.48,308,4817,Android,3.7,240,73920,18480,Bangalore,February,2024
752,Google,6,64,5.32,516,4814,Android,4.3,306,157896,39474,Ahmedabad,July,2024
753,OnePlus,8,512,5.74,1391,5375,Android,4.1,376,523016,130754,Kolkata,December,2020
754,Google,6,512,6.95,641,4515,Android,4.5,267,171147,42786.75,Bhopal,February,2024
755,OnePlus,16,256,6.18,417,4240,Android,3.7,408,170136,42534,Vijayawada,January,2020
756,Google,16,1024,5.57,1445,3319,Android,3.9,324,468180,117045,Ahmedabad,June,2021
757,Google,16,256,5.42,872,3398,iOS,3.2,101,,22018,Nagpur,September,2021
758,Huawei,6,256,5.83,477,4914,Android,3.1,423,201771,50442.75,Ahmedabad,November,2024
759,Xiaomi,12,1024,7.35,1208,3104,iOS,3.9,207,250056,62514,Mysore,October,2023
760,Google,12,64,5.86,768,3695,iOS,3.6,412,316416,79104,Jaipur,October,2021
761,Huawei,4,256,7.47,1209,3329,Android,4.2,104,125736,31434,Pune,October,2023
762,Apple,16,256,6.21,1074,3659,Android,3.1,63,67662,16915.5,Lucknow,May,2023
763,Xiaomi,12,512,5.45,665,5646,iOS,3.2,318,211470,52867.5,Chandigarh,November,2024
764,Google,4,1024,7.23,1038,3820,Android,4.7,389,403782,100945.5,Surat,April,2022
765,Samsung,12,128,6.15,953,4972,iOS,4.1,139,132467,33116.75,Lucknow,December,2020
766,Apple,16,64,6.77,,5688,Android,4.4,76,78812,19703,Pune,November,2020
767,Apple,8,64,7.46,229,4793,iOS,4.7,138,31602,7900.5,Delhi,August,2022
768,Huawei,16,1024,5.13,558,5361,Android,3.9,442,246636,61659,Patna,December,2024
769,Apple,6,512,5.24,285,3461,Android,4.5,90,,6412.5,Jaipur,January,2024
770,Xiaomi,12,512,6.8,1457,4607,Android,4,353,514321,128580.25,Patna,December,2022
771,Google,12,1024,5.7,946,5533,iOS,3.4,317,,74970.5,Lucknow,April,2022
772,Google,6,512,5.46,512,4675,iOS,3.7,187,95744,23936,Ahmedabad,September,2024
773,Samsung,6,64,5.1,564,,Android,4,55,31020,7755,Thiruvananthapuram,July,2023
774,Huawei,8,64,5.05,1104,5074,Android,3.6,291,321264,80316,Hyderabad,October,2023
775,Samsung,12,128,6.94,1492,3270,Android,3.7,211,314812,78703,Lucknow,May,2021
776,Apple,12,1024,5.34,897,5733,Android,3.7,229,205413,51353.25,Ahmedabad,January,2021
777,Samsung,8,256,6.17,330,5548,Android,3.2,346,114180,28545,Lucknow,October,2022
778,Xiaomi,4,256,6.51,1002,3384,Android,3.2,55,55110,13777.5,Kolkata,April,2022
779,Google,8,128,6.07,988,3059,iOS,3.1,435,429780,107445,Thiruvananthapuram,April,2021
780,Apple,16,128,5.07,550,4130,Android,3.2,320,176000,44000,Surat,July,2020
781,Samsung,12,512,6.96,379,3219,Android,3.7,450,170550,42637.5,Chandigarh,February,2024
782,Huawei,6,128,5.03,1386,4464,Android,4.2,321,444906,111226.5,Thiruvananthapuram,June,2024
783,Xiaomi,16,128,6.9,1319,5818,iOS,3.4,205,270395,67598.75,Lucknow,January,2024
784,Xiaomi,12,256,7.23,973,4906,iOS,4.8,134,130382,,Bhopal,August,2021
785,Samsung,8,512,6.08,709,5611,Android,4.6,249,176541,44135.25,Kolkata,June,2022
786,Google,16,128,6.34,564,4595,Android,4,59,33276,8319,Jaipur,March,2022
787,Samsung,12,128,6.19,1180,,Android,4.4,187,220660,55165,Nagpur,April,2020
788,Apple,4,512,5.97,552,3095,Android,3.7,291,160632,40158,Mumbai,November,2024
789,Samsung,4,1024,7.22,999,3988,Android,3.1,443,442557,110639.25,Kolkata,September,2021
790,Xiaomi,6,512,7.23,1306,4112,iOS,4.8,250,326500,81625,Mysore,September,2021
791,Samsung,12,256,5.84,1448,5875,iOS,3.3,205,296840,74210,Bhopal,January,2020
792,Google,4,1024,6.54,611,4945,Android,4.9,457,279227,69806.75,Jaipur,December,2024
793,Huawei,8,64,7.32,934,5278,Android,4.1,324,302616,75654,Thiruvananthapuram,May,2021
794,OnePlus,12,512,7.41,1180,3967,Android,3.6,274,323320,80830,Mumbai,December,2024
795,Samsung,8,256,6.27,317,5322,iOS,4,117,37089,,Thiruvananthapuram,November,2022
796,Google,8,1024,6.13,681,3245,Android,4,233,,39668.25,Kolkata,February,2022
797,Google,4,512,5.7,391,5158,iOS,3,244,95404,23851,Delhi,July,2024
798,Huawei,12,128,7.4,790,3233,Android,3.7,91,71890,17972.5,Delhi,October,2023
799,Xiaomi,16,512,5.36,789,5464,Android,4.5,445,351105,87776.25,Chennai,February,2023
800,Google,4,64,6.45,858,5725,iOS,4,451,386958,96739.5,Ahmedabad,December,2022
801,Google,4,512,5.71,306,4151,Android,3.5,200,61200,15300,Delhi,February,2021
802,Google,12,1024,5.7,581,4260,Android,3.7,133,77273,19318.25,Chennai,February,2024
803,Google,12,1024,6.01,982,3802,Android,4.7,183,179706,44926.5,Bhopal,June,2021
804,Apple,8,512,7.5,589,5666,iOS,4.1,358,210862,52715.5,Lucknow,January,2024
805,Apple,12,1024,5.14,443,5754,Android,4.1,403,178529,44632.25,Mumbai,February,2023
806,Xiaomi,8,128,6.45,784,5898,iOS,4.9,347,272048,68012,Hyderabad,April,2023
807,Samsung,4,512,5.21,1068,4417,Android,3.6,499,532932,133233,Pune,January,2020
808,Google,6,128,5.39,667,5522,Android,4,79,52693,13173.25,Bangalore,April,2021
809,Huawei,16,128,6.1,1065,3654,Android,4.6,58,61770,15442.5,Mysore,October,2022
810,Samsung,4,256,6.28,1133,5442,Android,4.5,219,248127,62031.75,Chennai,February,2024
811,Huawei,12,512,5.65,1433,3110,Android,3.5,339,485787,121446.75,Bangalore,August,2024
812,Samsung,16,1024,5.79,803,3089,Android,3.3,217,174251,43562.75,Chandigarh,January,2022
813,Xiaomi,6,128,5.22,,3762,Android,4.4,393,477102,119275.5,Chandigarh,January,2020
814,Google,6,256,5.76,1296,4303,Android,3.5,194,251424,62856,Delhi,September,2023
815,Google,8,512,7.42,1059,4356,Android,4.8,462,489258,122314.5,Hyderabad,April,2022
816,OnePlus,16,512,7.36,,5179,Android,3.3,277,390293,97573.25,Indore,June,2020
817,Huawei,8,64,5.84,1476,4036,Android,3.6,355,523980,130995,Surat,May,2022
818,Samsung,4,64,6.43,212,,Android,3.1,125,26500,6625,Patna,May,2022
819,Samsung,16,128,7.27,498,4464,Android,4.4,272,135456,33864,Ahmedabad,March,2022
820,Apple,4,64,5.02,1299,3097,Android,4.8,226,293574,,Delhi,November,2020
821,OnePlus,8,128,7.03,1274,4143,Android,4.3,238,303212,75803,Thiruvananthapuram,December,2020
822,Apple,16,1024,7.37,986,,Android,4.9,351,346086,86521.5,Bhopal,November,2024
823,Apple,8,128,5.23,348,4839,Android,3.3,95,33060,8265,Bhopal,November,2024
824,Apple,16,64,5.4,321,4734,iOS,3.2,431,138351,34587.75,Chennai,April,2024
825,Huawei,8,1024,7.4,1434,4024,Android,4.7,66,94644,23661,Mumbai,August,2020
826,Huawei,6,64,6.34,737,5619,Android,4.7,115,84755,,Kolkata,January,2021
827,Xiaomi,8,128,5.04,1379,5297,Android,4.7,409,,141002.75,Surat,January,2020
828,Xiaomi,6,256,5.64,1461,3651,Android,4.6,310,452910,113227.5,Thiruvananthapuram,October,2024
829,Apple,8,512,6.12,,5196,Android,3.7,172,98900,,Nagpur,October,2021
830,OnePlus,16,64,6.73,281,5091,Android,3.4,280,,19670,Patna,October,2022
831,Samsung,16,128,6.83,691,4906,Android,4.9,487,336517,84129.25,Nagpur,February,2020
832,Huawei,16,1024,7.49,555,4721,iOS,3.6,174,96570,24142.5,Vijayawada,September,2024
833,OnePlus,12,64,5.72,1124,4067,Android,3.8,161,180964,45241,Bhopal,February,2022
834,Google,4,64,6.35,1496,5209,Android,4.4,321,480216,120054,Coimbatore,June,2021
835,Huawei,16,512,6.33,,4816,Android,3.6,130,164710,41177.5,Hyderabad,April,2021
836,Huawei,6,128,6.01,1204,3252,Android,4.6,295,355180,88795,Chennai,November,2020
837,Xiaomi,16,256,5.42,322,3131,iOS,3.1,396,127512,31878,Pune,June,2020
838,Samsung,12,1024,7.44,907,4907,Android,4.6,440,399080,99770,Hyderabad,August,2020
839,Samsung,6,128,7.13,529,4910,Android,4.2,441,233289,58322.25,Surat,October,2021
840,Google,12,1024,6.25,1190,5521,Android,4.1,377,448630,112157.5,Patna,January,2024
841,Google,6,64,6.51,,4679,Android,3.9,264,137808,34452,Mumbai,November,2024
842,Huawei,8,512,5.57,1334,4132,Android,3.6,401,534934,133733.5,Jaipur,April,2021
843,Apple,4,512,6.36,969,5753,Android,3.9,284,275196,68799,Patna,May,2021
844,Xiaomi,4,256,6.74,1312,4058,Android,3.9,416,545792,136448,Chennai,April,2022
845,Xiaomi,12,512,6.29,632,4925,Android,4.2,131,82792,,Chandigarh,March,2021
846,Huawei,4,64,7.48,909,5322,Android,3.6,343,311787,77946.75,Thiruvananthapuram,February,2023
847,OnePlus,12,256,6.53,993,3186,Android,3.2,359,356487,89121.75,Lucknow,December,2020
848,Apple,12,128,5.93,911,3948,Android,3.3,125,113875,28468.75,Kolkata,September,2020
849,Huawei,12,512,6.93,1322,5290,Android,4.4,64,84608,21152,Coimbatore,February,2024
850,Apple,4,256,5.43,738,3263,Android,3,269,198522,49630.5,Thiruvananthapuram,January,2023
851,Apple,12,64,5.96,800,4997,Android,4.7,279,223200,55800,Nagpur,December,2021
852,Apple,4,1024,5.87,1369,3521,Android,4.4,483,661227,165306.75,Indore,April,2023
853,Huawei,12,1024,6.08,456,4564,Android,4.5,489,222984,55746,Pune,July,2022
854,Xiaomi,16,64,6.95,1412,3782,Android,4.7,421,594452,148613,Indore,February,2021
855,Xiaomi,12,64,6.21,1463,3534,Android,3.2,314,459382,114845.5,Mysore,July,2022
856,Apple,6,1024,6.99,1070,3209,Android,4.6,313,334910,83727.5,Chandigarh,December,2022
857,OnePlus,12,256,6.44,1098,5093,iOS,4,159,174582,43645.5,Nagpur,March,2021
858,Samsung,8,1024,5.86,1008,4563,Android,4.8,452,455616,113904,Kolkata,February,2024
859,Huawei,12,64,7.02,876,3025,Android,4.8,356,311856,77964,Delhi,July,2021
860,Samsung,6,512,5.6,470,3174,Android,3,249,117030,29257.5,Vijayawada,April,2020
861,OnePlus,6,128,5.56,749,4539,Android,3.8,275,205975,51493.75,Indore,August,2023
862,Huawei,4,512,6.26,1337,4334,Android,4.1,234,312858,78214.5,Nagpur,October,2023
863,Apple,16,512,5.65,767,3321,Android,4.4,80,61360,15340,Bhopal,October,2024
864,Xiaomi,12,64,5.02,1185,4602,Android,3.6,151,178935,44733.75,Kolkata,December,2023
865,Samsung,4,1024,6.62,558,4158,Android,3.5,308,171864,42966,Bangalore,February,2020
866,Google,16,256,6.28,1392,3054,iOS,3.8,148,206016,51504,Bhopal,July,2023
867,Google,12,512,6.11,997,4566,iOS,4,388,386836,,Ahmedabad,November,2020
868,OnePlus,8,1024,7.42,1484,4609,Android,4.9,348,516432,129108,Thiruvananthapuram,June,2024
869,Apple,12,256,6.43,1086,,Android,4.5,334,362724,90681,Thiruvananthapuram,January,2024
870,Samsung,6,512,7.16,1422,5715,iOS,3.9,315,447930,111982.5,Chennai,July,2020
871,Apple,6,256,5.35,410,5194,Android,3.1,189,77490,19372.5,Hyderabad,February,2024
872,Samsung,8,1024,6.42,486,,Android,3.3,351,170586,42646.5,Thiruvananthapuram,January,2021
873,OnePlus,4,128,7.17,942,5646,Android,3.9,335,315570,78892.5,Patna,June,2022
874,OnePlus,16,1024,6.46,1246,5067,Android,4.6,399,497154,124288.5,Nagpur,June,2023
875,Google,12,64,6.8,1332,3332,Android,3.8,265,352980,88245,Kolkata,June,2022
876,Apple,6,256,5.93,495,4578,Android,4.1,81,40095,10023.75,Coimbatore,January,2022
877,Huawei,4,128,5.23,205,3906,Android,4.8,352,72160,18040,Indore,March,2023
878,Google,8,256,6.14,749,5991,Android,4.8,137,102613,25653.25,Pune,November,2024
879,Apple,6,256,5.99,880,3910,Android,3.4,112,98560,24640,Lucknow,November,2024
880,Google,8,512,7.17,994,3400,Android,3.1,459,456246,114061.5,Patna,February,2020
881,Huawei,12,64,5.61,402,3949,iOS,3.6,436,175272,43818,Kolkata,July,2021
882,Xiaomi,16,256,7.42,524,4329,Android,4.4,328,171872,42968,Coimbatore,February,2021
